7:0.031726 33:0.035035 150:0.121412 252:0.030590 253:0.052527 349:0.037639 369:0.034723 384:0.030425 465:0.046867 531:0.044525 683:0.264872 722:0.030311 753:0.180876 754:0.226631 806:0.044032 816:0.067400 859:0.039161 910:0.161535 994:0.028973 1011:0.218999 1026:0.026589 1055:0.032226 1058:0.029537 1071:0.035271 1074:0.026721 1090:0.037789 1149:0.027759 1194:0.038825 1241:0.028409 1324:0.036494 1325:0.030098 1326:0.037920 1327:0.027029 1360:0.047174 1417:0.047219 1422:0.037994 1435:0.043126 1562:0.161698 1577:0.029688 1604:0.028096 1654:0.044232 1692:0.026317 1788:0.033899 1817:0.026250 1827:0.028305 1854:0.029527 1871:0.026233 1963:0.027756 1964:0.123273 1967:0.031898 1979:0.027090 2008:0.084401 2014:0.034530 2015:0.161191 2016:0.234170 2033:0.029531 2069:0.055220 2133:0.089703 2170:0.035830 2240:0.030193 2260:0.152843 2261:0.076729 2337:0.524148 2361:0.032796 2364:0.492177 2370:0.036209 2549:0.027696 2573:0.688558 2595:0.027441 2612:0.040823 2625:0.052457 2685:0.506019 2701:0.049313 2799:0.226449 2804:0.031844 2806:0.026430 2807:0.027203 2858:0.032170 2911:0.954116 2956:0.031485 3003:0.174303 3034:0.030799 3052:0.037049 3099:0.027798 3134:0.029362 3136:0.362527 3185:0.027804 3196:0.033127 3216:0.031925 3234:0.027125 3248:0.035323 3249:0.161698 3269:0.028651 3297:0.035597 3321:0.208167 3327:0.925250 3340:0.031357 3342:0.026829 3350:0.063874 3363:0.028176
10:0.028563 59:0.030887 111:0.027835 135:0.038740 194:0.037555 195:0.031247 204:0.030356 228:0.028289 241:0.051417 247:0.030810 291:0.037181 322:0.047127 327:0.039621 456:0.034251 593:0.031062 630:0.036107 749:0.028720 804:0.059317 826:0.047981 858:0.028292 862:0.031293 893:0.035646 896:0.035662 928:0.030479 955:0.041552 956:0.042114 1233:0.034453 1290:0.067771 1301:0.027851 1350:0.035182 1370:0.032316 1377:0.029770 1379:0.030745 1558:0.028905 1627:0.031474 1634:0.043143 1635:0.057937 1694:0.028307 1705:0.028047 1746:0.045824 1781:0.032796 1877:0.027951 1884:0.033394 1912:0.031286 1920:0.030287 1926:0.029737 2021:0.116098 2023:0.038180 2117:0.041758 2151:0.037850 2223:0.032578 2224:0.064559 2227:0.028461 2281:0.030436 2310:0.054069 2320:0.029400 2351:0.028798 2384:0.199180 2389:0.699002 2390:0.038430 2439:0.032077 2447:0.068163 2470:0.028762 2547:0.031780 2597:0.044667 2605:0.116170 2609:0.047103 2627:0.029455 2639:0.033425 2645:0.033687 2658:0.029087 2685:0.064866 2696:0.120789 2710:0.160758 2716:0.030239 2785:0.037530 2788:0.234559 2813:0.034244 2880:0.134855 2881:0.099219 2909:0.214409 2982:0.209806 3001:0.033640 3009:0.279306 3027:0.028276 3073:0.028753 3075:0.204402 3118:0.028410 3123:0.029700 3199:0.054772 3207:0.042116 3312:0.042486 3321:0.783718 3322:0.029136 3327:1.000000 3333:0.194356 3369:0.034434 3373:0.030904 3374:0.033700 3399:0.032709
30:0.032772 58:0.025625 59:0.023652 65:0.041913 162:0.025683 184:0.156766 224:0.028457 228:0.024292 235:0.030011 268:0.329120 284:0.702031 290:0.399223 291:0.026900 300:0.024046 341:0.028852 344:0.035106 362:0.025877 483:0.059541 491:0.584276 493:0.025846 516:0.024591 539:0.026968 576:0.024091 678:0.028333 680:0.030078 777:0.025865 861:0.023381 896:0.490196 970:0.023485 994:0.037488 1097:0.028572 1130:0.023372 1152:0.025797 1159:0.132466 1188:0.031372 1258:0.025040 1297:0.026871 1318:0.026738 1374:0.036734 1375:0.045228 1377:0.023528 1379:0.024644 1413:0.024715 1445:0.025742 1627:0.510069 1694:0.028536 1707:0.025042 1714:0.023674 1742:0.024877 1758:0.033889 1780:0.025426 1781:0.026030 1829:0.117522 1830:0.230901 1854:0.025622 1881:0.024294 1884:0.024468 1943:0.029645 1976:0.662850 2000:0.028505 2069:0.024626 2085:0.026557 2227:0.031332 2294:0.038018 2296:0.026665 2315:0.025445 2379:0.031860 2417:0.026046 2427:0.030168 2447:0.270842 2493:0.024320 2495:0.024697 2496:0.028555 2547:0.023535 2578:0.025631 2637:0.032773 2649:0.027332 2654:0.029104 2661:0.025225 2685:0.616176 2702:0.148802 2710:0.043010 2760:0.024589 2849:0.024928 2909:0.026980 2972:0.028096 3000:0.023345 3091:0.037267 3118:0.024885 3168:0.024893 3174:0.026614 3190:0.030959 3194:0.355978 3207:0.028504 3297:0.026090 3312:0.024869 3321:0.701737 3327:0.963388 3340:0.032481 3373:0.029890
7:0.024997 111:0.020313 155:0.023009 162:0.019326 228:0.020567 262:0.019890 273:0.019396 284:0.023205 291:0.031190 299:0.021572 302:0.022781 356:0.022763 400:0.023450 458:0.025382 474:0.031532 475:0.045889 476:0.023633 539:0.019830 573:0.021840 574:0.020215 619:0.020003 636:0.725341 676:0.020175 841:0.024617 854:0.021829 862:0.019170 865:0.020012 896:0.027708 1078:0.022154 1107:0.019929 1152:0.025114 1186:0.024099 1187:0.022944 1460:0.021210 1461:0.079465 1464:0.024619 1465:0.028990 1467:0.158538 1469:0.033619 1508:0.020490 1523:0.029894 1580:0.019167 1627:0.020708 1644:0.019219 1702:0.019078 1742:0.036668 1758:0.020055 1765:0.018915 1778:0.024196 1841:0.022884 1849:0.211185 1863:0.023237 1902:0.021257 2018:0.020185 2019:0.032198 2069:0.022734 2118:0.020158 2157:0.019743 2159:0.019860 2203:0.034065 2278:0.020399 2280:0.024661 2393:0.019289 2401:0.021526 2435:0.026356 2486:0.026048 2499:0.021381 2517:0.020021 2679:0.020521 2685:0.450023 2719:0.024350 2742:0.021625 2750:0.030440 2756:0.026896 2760:0.022452 2816:0.022266 2861:0.027044 2868:0.022431 2950:0.031995 2951:0.029173 2984:0.208966 2994:0.025268 3000:0.020781 3017:0.019558 3028:0.019092 3048:0.022928 3062:0.019612 3063:0.050067 3089:0.020823 3093:0.023350 3151:0.021710 3255:0.020968 3256:0.020301 3259:0.019157 3264:0.019392 3319:0.019419 3321:0.373843 3327:0.921049 3354:0.031398 3382:0.019790
59:0.046229 93:0.031153 212:0.216907 266:0.032575 284:0.894580 288:0.035326 291:0.037579 300:0.566683 301:0.594403 302:0.054558 336:0.077050 355:0.037336 362:0.030778 375:0.033514 376:0.034548 438:0.499218 643:0.035586 678:0.033495 679:0.117352 725:0.038479 762:0.488674 763:0.461245 764:0.418569 813:0.199737 856:0.031618 861:0.037383 896:0.044408 902:0.041943 924:0.214208 969:0.059087 994:0.031295 1027:0.068280 1063:0.034341 1152:0.276918 1170:0.032868 1194:0.042529 1273:0.254313 1274:0.031868 1350:0.033962 1423:0.038926 1489:0.032871 1490:0.031529 1503:0.033293 1557:0.034163 1623:0.035379 1627:0.049555 1693:0.031180 1725:0.034277 1733:0.042500 1742:0.032601 1746:0.030970 1758:0.346281 1763:0.061048 1766:0.037482 1781:0.360161 1834:0.034269 1847:0.033999 1855:0.194057 1895:0.034974 1994:0.034928 2004:0.040784 2148:0.040086 2149:0.044221 2164:0.214218 2190:0.039382 2203:1.000000 2206:0.278082 2207:0.044592 2208:0.260479 2209:0.038570 2211:0.031508 2212:0.031680 2267:0.050669 2281:0.032201 2417:0.629629 2419:0.051201 2447:0.048390 2465:0.041736 2513:0.038540 2527:0.033446 2614:0.031189 2700:0.037730 2710:0.075023 2728:0.041588 2740:0.032958 2809:0.038187 2874:0.037153 2924:0.089209 2926:0.039137 3062:0.040525 3093:0.040470 3096:0.085691 3099:0.041344 3132:0.034452 3269:0.041307 3321:0.649925 3327:0.836526 3334:0.033125 3369:0.034811 3374:0.034984
10:0.020399 58:0.021569 59:0.019050 146:0.019896 207:0.028001 216:0.019481 242:0.019228 269:0.024161 290:0.023216 291:0.021785 338:0.021076 362:0.019804 456:0.019809 489:0.020943 531:0.019156 542:0.018535 562:0.019188 577:0.019453 594:0.018891 621:0.019173 622:0.021111 666:0.020054 668:0.018678 806:0.020837 826:0.021045 856:0.020627 896:0.026912 899:0.019646 901:0.019204 946:0.018551 1023:0.024268 1060:0.019155 1077:0.019688 1141:0.024022 1205:0.484925 1258:0.019162 1265:0.018678 1305:0.021418 1348:0.019562 1351:0.018887 1383:0.021100 1416:0.024200 1428:0.018733 1445:0.028503 1496:0.028681 1531:0.021139 1627:0.020085 1693:0.018893 1694:0.024796 1699:0.020486 1726:0.019270 1731:0.019069 1746:0.021657 1781:0.020262 1786:0.022856 1888:0.018506 1894:0.021350 1905:0.659710 1906:0.368058 1911:0.020874 1913:0.018832 1922:0.218006 1958:0.461007 1994:0.021553 2090:0.022061 2155:0.020773 2384:0.019582 2476:0.019995 2611:0.026215 2639:0.018733 2661:0.023810 2685:0.064580 2710:0.585468 2716:0.025949 2727:0.018633 2778:0.026107 2788:0.021097 2831:0.018758 2909:0.018576 2942:0.023585 2996:0.019927 3025:0.022290 3073:0.019836 3078:0.019543 3079:0.019647 3090:0.019658 3096:0.021360 3165:0.020619 3217:0.018846 3230:0.022455 3276:0.022433 3321:0.146128 3322:0.019006 3327:0.259524 3360:0.019627 3361:0.026572 3367:0.018525 3368:0.025683 3373:0.020938 3374:0.020141
72:0.026374 130:0.026508 162:0.029013 202:0.041335 207:0.026058 290:0.030742 299:0.026215 308:0.054819 489:0.028176 621:0.036410 623:0.028057 643:0.123474 826:0.043741 856:0.026607 859:0.032794 896:0.378368 904:0.030225 981:0.033424 1020:0.027421 1023:0.028981 1060:0.027256 1152:0.047947 1188:0.168891 1194:0.034068 1205:0.041226 1232:0.033302 1237:0.031174 1246:0.027816 1383:0.033294 1388:0.028241 1437:0.030656 1445:0.031557 1481:0.028910 1542:0.077137 1627:0.031634 1682:0.068323 1693:0.031711 1694:0.038902 1699:0.027202 1725:0.026744 1742:0.066660 1746:0.132448 1758:0.030111 1781:0.061788 1838:0.057052 1841:1.000000 1842:1.000000 1843:0.052596 1870:0.225219 1895:0.026298 1905:0.999559 1906:0.798836 1909:0.026572 1911:0.028829 1920:0.065214 1922:0.126222 1934:0.030768 1958:0.322392 1973:0.028214 1990:0.042085 2069:0.026953 2231:0.029803 2232:0.031968 2273:0.025982 2277:0.103425 2281:0.026541 2315:0.026738 2384:0.028348 2416:0.027347 2451:0.035947 2452:0.035894 2461:0.032106 2626:0.026036 2654:0.057461 2684:0.027099 2685:0.447030 2727:0.027062 2831:0.042401 2885:0.031235 2909:0.035499 3000:0.029817 3028:0.027486 3035:0.092783 3048:0.027456 3165:0.079359 3174:0.030918 3194:0.113354 3269:0.030084 3276:0.027307 3321:0.760037 3322:0.026347 3327:0.985423 3333:0.033351 3340:0.041031 3360:0.030240 3361:0.039043 3362:0.035116 3373:0.454060 3396:0.107114 3397:0.114960
10:0.026675 58:0.023583 59:0.024411 65:0.022695 204:0.025162 284:0.029189 290:0.036064 299:0.022316 339:0.027061 362:0.026244 367:0.024484 399:0.023682 438:0.025476 456:0.027612 537:0.023437 585:0.196592 594:0.022448 640:0.031950 678:0.022320 725:0.031338 856:0.023222 859:0.022318 865:0.025456 896:0.039031 955:0.030480 969:0.031685 1042:0.112969 1044:0.213292 1077:0.022801 1152:0.059146 1188:0.026226 1251:0.027146 1258:0.028366 1301:0.025221 1313:0.024714 1350:0.030622 1377:0.030554 1379:0.032447 1413:0.028602 1423:0.022440 1445:0.031779 1449:0.025731 1481:0.022723 1503:0.029863 1504:0.025277 1594:0.345487 1609:0.202255 1627:0.552600 1633:0.023415 1654:0.025577 1674:0.028959 1694:0.030204 1714:0.024322 1725:0.022752 1731:0.023666 1755:0.022918 1758:0.032843 1780:0.022514 1781:0.400329 1826:0.023775 1859:0.024317 1877:0.030881 1909:0.023214 1912:0.024268 2000:0.027417 2069:0.025626 2095:0.041611 2098:0.329880 2151:0.024044 2417:0.642663 2447:0.432026 2507:0.023091 2527:0.023498 2609:0.040175 2637:0.024487 2639:0.023930 2685:0.049240 2696:0.022314 2710:0.061689 2716:0.022326 2785:0.029849 2788:0.495300 2849:0.028154 2898:0.034390 2979:0.025443 2996:0.024045 3073:0.022608 3075:0.026188 3123:0.024267 3168:0.022486 3207:0.022566 3215:0.034139 3312:0.032024 3321:0.129110 3327:0.988942 3358:0.024417 3367:0.024552 3369:0.023188 3373:0.030929 3374:0.026489
49:0.029974 57:0.030497 59:0.030158 93:0.046301 204:0.048548 211:0.049056 224:0.046867 228:0.059745 264:0.034053 268:0.307538 284:0.038880 463:0.033704 514:0.041459 531:0.043568 536:0.028521 556:0.031381 562:0.029935 668:0.062544 670:0.030829 806:0.030388 826:0.054680 856:0.033412 861:0.037891 953:0.028494 994:0.103375 1132:0.057504 1204:0.065994 1251:0.028466 1252:0.041009 1261:0.034110 1300:0.030229 1413:0.032781 1423:0.029910 1504:0.052683 1609:0.027934 1624:0.048519 1625:0.027913 1627:0.977437 1654:0.032211 1655:0.028959 1681:0.030102 1694:0.033391 1727:0.028460 1746:0.038236 1758:0.039586 1809:0.029524 1812:0.031590 1830:0.037368 1841:0.059561 1843:0.042285 1884:0.073583 1895:0.028492 1898:0.033100 1902:0.028801 1912:0.029215 1986:0.032029 1994:0.031968 2020:0.038316 2069:0.029176 2081:0.032660 2099:0.233293 2126:0.037703 2142:0.033324 2201:0.028441 2223:0.047880 2250:0.028103 2267:0.034435 2273:0.039316 2292:0.147679 2305:0.039244 2315:0.046955 2384:0.028248 2476:0.059249 2625:0.030343 2661:0.039319 2663:0.032062 2684:0.029193 2687:0.054394 2696:0.050659 2710:0.033341 2743:0.030111 2746:0.037591 2785:0.206619 2818:0.033189 2937:0.028964 3073:0.035595 3118:0.030378 3154:0.035488 3168:0.281431 3201:0.042336 3224:0.029537 3225:0.054615 3286:0.046449 3321:0.423562 3327:0.840073 3340:0.029547 3363:0.029468 3374:0.032636 3375:0.043592 3377:0.030655
10:0.032822 18:0.029540 146:0.032831 217:0.054503 270:0.031519 290:0.120406 291:0.055715 333:0.036171 334:0.037477 336:1.000000 353:0.139620 366:0.117484 386:0.028438 488:0.040176 518:0.036012 519:0.033289 539:0.030612 548:0.028161 596:0.039567 705:0.064973 765:0.056873 769:0.059603 777:0.045500 814:0.031295 821:0.038920 826:0.031730 832:0.030667 851:0.036120 880:0.030581 961:0.050734 969:0.043545 1026:0.976191 1090:0.038295 1093:0.028136 1104:0.031583 1110:0.035147 1162:0.028183 1169:0.030039 1171:0.082828 1194:0.103148 1241:0.036706 1265:0.032934 1350:0.041652 1391:0.030654 1392:0.031276 1566:0.037042 1584:0.052144 1604:0.089405 1627:0.209788 1729:0.031950 1746:0.060170 1751:0.031262 1781:0.038462 1793:0.093217 1804:0.043767 1817:0.028167 1841:0.036653 1928:0.037055 1942:0.031114 1944:0.032502 1969:0.028213 2090:0.081705 2114:0.034112 2190:0.045232 2198:0.140191 2203:0.634880 2261:0.036400 2270:0.028698 2372:0.029366 2491:0.041612 2492:0.031629 2549:0.048939 2563:0.098747 2576:0.028157 2592:0.040728 2677:0.407143 2685:0.135159 2710:0.077557 2768:0.040891 2911:0.037831 2924:0.142926 2957:0.038932 2959:0.035344 2960:0.038127 2977:0.028293 3060:0.108932 3065:0.140058 3066:0.032009 3073:0.030785 3096:0.044575 3099:0.118588 3136:0.061708 3184:0.057420 3253:0.046221 3279:0.028845 3321:0.423191 3327:0.999998 3340:0.030049 3342:0.051930 3352:0.028027
15:0.024690 57:0.024301 67:0.035069 93:0.024470 176:0.661581 235:0.026344 284:0.029210 290:0.032241 294:0.031046 333:0.032373 334:0.022942 383:0.024978 411:0.026399 499:0.120731 576:0.023107 628:0.414959 647:0.027906 676:0.026369 678:0.026516 699:0.022907 745:0.035137 755:0.025021 759:0.025450 766:0.029656 767:0.034263 769:0.061590 777:0.031012 780:0.037782 789:0.024741 814:0.037434 880:0.023023 896:0.028728 969:0.031805 1074:0.026216 1188:0.025983 1258:0.024854 1413:0.023792 1417:0.024722 1422:0.025122 1423:0.026222 1445:0.025343 1577:0.031838 1658:0.022715 1694:0.024518 1709:0.035674 1746:0.023683 1758:0.025259 1781:0.025374 1787:0.026684 1802:0.024020 1810:0.026623 1888:0.024675 1889:0.025224 1964:0.036947 1967:0.358430 1970:0.027862 1987:0.034117 2071:0.026869 2077:0.023180 2203:0.025931 2257:0.033646 2260:0.031439 2261:0.027078 2327:0.024348 2408:0.023066 2417:0.033303 2447:0.031145 2573:0.035671 2584:0.192082 2625:0.040297 2649:0.119613 2664:0.023541 2685:0.350122 2687:0.023477 2739:0.033244 2788:0.025947 2814:0.042733 2818:0.026855 2832:0.039485 2909:0.022491 2911:0.068748 2954:0.023610 2955:0.023171 3065:0.125587 3066:0.026694 3079:0.033371 3136:0.046765 3174:0.022777 3185:0.022851 3253:0.033884 3262:0.036191 3271:0.025518 3279:0.024156 3297:0.026718 3298:0.026993 3321:0.300071 3327:0.991007 3340:0.028340 3352:0.028633 3369:0.026767
57:0.027084 65:0.028973 114:0.031814 144:0.167700 160:0.031471 164:0.032821 199:0.027171 228:0.032723 245:0.715587 290:0.027802 291:0.029717 402:0.032531 404:0.029804 448:0.032744 468:0.031813 477:0.036557 505:0.043912 597:0.027161 621:0.028276 639:0.031119 797:0.035251 865:0.034966 987:0.250666 1017:0.029283 1044:0.037286 1049:0.027086 1105:0.205471 1106:0.892518 1185:0.033390 1214:0.027804 1285:0.027401 1307:0.032145 1377:0.046522 1379:0.043646 1581:0.027511 1594:0.997310 1597:0.034428 1607:0.035377 1721:0.029602 1757:0.031501 1773:0.029219 1781:0.040396 1864:0.036395 1884:0.044636 1912:0.033402 1949:0.081228 1950:0.028808 1951:0.033223 1976:0.050642 2006:0.038298 2089:0.027711 2095:0.417361 2096:0.744480 2098:0.690288 2100:0.028154 2101:0.102308 2104:0.031868 2106:0.099469 2107:0.033210 2145:0.042013 2181:0.031376 2264:0.027366 2266:0.031509 2271:0.029480 2279:0.032707 2311:0.028216 2315:0.028829 2376:0.029589 2383:0.090916 2425:0.030641 2428:0.027125 2437:0.045440 2503:0.030183 2600:0.043480 2604:0.051333 2609:0.066790 2611:0.159519 2710:0.132116 2783:0.036513 2821:0.027371 2824:0.033872 2883:0.027556 2887:0.050520 2889:0.029204 2898:0.028821 2939:0.058042 2943:0.029054 2988:0.046733 2998:0.027567 3016:0.031044 3031:0.032259 3079:0.027116 3097:0.027261 3099:0.029748 3160:0.027254 3219:0.028172 3266:0.031629 3321:0.373945 3327:0.967534 3333:0.029973
2:0.231523 12:0.182579 23:0.023710 30:0.018479 57:0.019412 59:0.025295 135:0.019334 164:0.018702 229:0.138870 235:0.018381 269:0.022299 290:0.018519 291:0.259279 293:0.019022 302:0.019232 362:0.310254 400:0.018142 463:0.022345 489:0.019561 499:0.237230 537:0.021880 626:0.102056 668:0.023989 826:0.031612 853:0.018160 854:0.096600 896:0.018502 994:0.018493 1105:0.022505 1106:0.019372 1141:0.019510 1194:0.024724 1301:0.018662 1348:0.018129 1379:0.018563 1413:0.020681 1437:0.341604 1445:0.295590 1531:0.018497 1556:0.222383 1557:0.019585 1594:0.296499 1627:0.018764 1654:0.019002 1665:0.018291 1674:0.022160 1675:0.265832 1689:0.018252 1697:0.021327 1705:0.020193 1714:0.021824 1758:0.028571 1781:0.024460 1786:0.029220 1841:0.023807 1857:0.018021 1902:0.018035 1905:0.029106 1962:0.019931 1970:0.018450 1994:0.018621 2064:0.021173 2069:0.024872 2095:0.268972 2098:0.327972 2152:0.026569 2203:0.019653 2317:0.031253 2321:0.029092 2391:0.156127 2447:0.023458 2507:0.018691 2573:0.018614 2685:0.432048 2710:0.021529 2760:0.018698 2785:0.022960 2788:0.237441 2866:0.018776 2887:0.020247 3000:0.020100 3028:0.019871 3048:0.022869 3136:0.175675 3168:0.018916 3174:0.020955 3201:0.025491 3230:0.020066 3259:0.018708 3312:0.027597 3321:0.208418 3327:0.958458 3355:0.022315 3360:0.018611 3361:0.022294 3363:0.018733 3367:0.025571 3369:0.022666 3373:0.023826 3374:0.272076
10:0.034381 40:0.112058 120:0.034058 121:0.036190 130:0.035193 202:0.057924 207:0.036446 235:0.037436 284:0.164422 290:0.042785 291:0.036604 308:0.036728 411:0.041955 628:0.035513 643:0.046976 743:0.040321 745:0.358219 749:0.040337 769:0.365075 777:0.220594 826:0.290446 880:0.038147 896:0.490359 969:0.046793 970:0.034705 1023:0.043212 1192:0.037729 1193:0.036674 1205:0.610103 1247:0.111663 1396:0.041605 1417:0.033580 1437:0.430154 1445:0.553101 1461:0.047276 1467:0.066382 1469:0.043539 1477:0.716698 1532:0.036524 1542:0.075304 1574:0.054062 1575:0.220691 1577:0.528810 1578:0.041801 1627:0.478074 1674:0.336362 1675:0.033578 1682:0.045039 1699:0.037324 1781:0.286317 1787:0.731716 1810:0.063435 1842:0.044330 1844:0.166892 1884:0.072005 1905:0.994470 1906:0.085022 1911:0.036469 1943:0.034589 1958:0.776148 1970:0.056597 1985:0.033760 2102:0.036783 2158:0.036306 2231:0.038803 2267:0.033421 2327:0.108834 2451:0.042001 2585:0.033930 2613:0.034793 2685:0.831263 2710:0.071545 2714:0.038822 2727:0.035422 2804:0.039135 2814:0.041483 2831:0.033916 2885:0.468505 2898:0.314012 2942:0.039359 3045:0.033900 3060:0.245168 3065:0.044292 3078:0.039867 3090:0.065847 3114:0.033240 3165:0.046361 3174:0.048167 3184:0.035061 3230:0.036326 3275:0.040899 3297:0.428472 3298:0.033989 3321:0.870190 3327:1.000000 3360:0.077581 3361:0.072310 3368:0.034011 3373:0.038801 3374:0.041422
33:0.048826 93:0.034558 134:0.031199 259:0.031591 290:0.034713 298:0.046907 386:0.039143 403:0.033970 453:0.073646 543:0.367347 544:0.061960 545:0.545524 546:0.313275 676:0.036442 696:0.035288 704:0.098265 708:0.116008 756:0.070310 766:0.044445 769:0.071736 771:0.042153 773:0.056534 777:0.031503 778:0.046496 780:0.288239 848:0.086709 883:0.050261 991:0.031506 994:0.032833 995:0.053163 997:0.034745 1000:0.042719 1001:0.074631 1006:0.101661 1011:0.185441 1074:0.039838 1089:0.033844 1109:0.031365 1116:0.034868 1192:0.032274 1194:0.195300 1417:0.177092 1427:0.119987 1439:0.085872 1440:0.031143 1441:0.035522 1528:0.036204 1693:0.032170 1725:0.038166 1742:0.033166 1822:0.039480 1827:0.217063 1845:0.159271 1888:0.035117 1889:0.035242 1899:0.042996 1903:0.060469 1905:0.774357 1906:0.233920 1942:0.032931 1943:0.051605 1966:0.036359 2009:0.032188 2171:0.033735 2200:0.055632 2308:0.050528 2329:0.118444 2330:0.036893 2331:0.154843 2347:0.044618 2394:0.041014 2395:0.037213 2406:0.061844 2407:0.067940 2546:0.057232 2568:0.041826 2573:1.000000 2574:0.062639 2575:0.090690 2618:0.075359 2685:0.725638 2710:0.052534 2753:0.041444 2782:0.034786 2911:0.225338 2959:0.070907 2960:0.045843 2973:0.034015 2990:0.040023 2996:0.034816 2998:0.035184 3063:0.034723 3075:0.068423 3078:0.032793 3091:0.073690 3137:0.033906 3184:0.041569 3262:0.060460 3321:0.704065 3327:1.000000
33:0.352095 122:0.432969 198:0.024619 219:0.036860 290:0.051154 298:0.037781 340:0.031809 382:0.034414 452:0.216679 522:0.026636 545:0.025195 708:0.032565 732:0.027049 754:0.029975 766:0.027110 769:0.025682 777:0.045042 780:0.026152 788:0.026448 934:0.995615 935:0.059517 950:0.165730 951:0.051355 969:0.043680 972:0.040544 991:0.029312 994:0.041978 997:0.025540 1000:0.031300 1006:0.026051 1009:0.026190 1011:0.333577 1034:0.025259 1194:0.231301 1200:0.334067 1203:0.033194 1324:0.027037 1422:0.028044 1532:0.025344 1563:0.216635 1574:0.059896 1588:0.027358 1604:0.026466 1627:0.032735 1687:0.029427 1719:0.028892 1729:0.027555 1730:0.032017 1742:0.054391 1746:0.027248 1791:0.037323 1815:0.042844 1827:0.031984 1854:0.033152 1874:0.028218 1943:0.027729 1944:0.025843 2001:0.027955 2090:0.138949 2112:0.025363 2133:0.811272 2170:0.025055 2171:0.026087 2221:0.025279 2308:0.027118 2331:0.026509 2337:0.040362 2419:0.040797 2549:0.024945 2565:0.032123 2568:0.026132 2573:0.749308 2676:0.025285 2685:0.567654 2774:0.028927 2777:0.027351 2843:0.025889 2855:0.026139 2911:0.140103 2953:0.171249 2958:0.025429 2977:0.027510 3030:0.028048 3032:0.024570 3035:0.038092 3060:0.035158 3063:0.032875 3065:0.373380 3107:0.025774 3108:0.031898 3134:0.025715 3136:0.030362 3162:0.033557 3184:0.041893 3268:0.026417 3283:0.028046 3314:0.041994 3321:0.533881 3327:0.322460 3350:0.460418
27:0.030229 58:0.028623 241:0.447119 290:0.047072 306:0.027426 317:0.053783 340:0.028992 345:0.029579 361:0.030039 402:0.040104 404:0.059503 418:0.028050 616:0.032533 621:0.029953 643:0.042854 710:0.027329 711:0.035629 713:0.026291 723:0.033499 749:0.034367 782:0.033140 815:0.027061 861:0.028266 887:0.028501 896:0.031180 899:0.026271 946:0.045660 969:0.042194 1053:0.036644 1141:0.071400 1155:0.029172 1162:0.036290 1181:0.028965 1244:0.034306 1272:0.026573 1313:0.026493 1489:0.030956 1557:0.037478 1558:0.038190 1627:0.027515 1633:0.037052 1694:0.031316 1697:0.497975 1726:0.028005 1758:0.048025 1773:0.031630 1781:0.074776 1859:0.026718 1884:0.026031 1898:0.028387 1920:0.026300 1921:0.027765 1922:0.025997 1950:0.025939 1951:0.028509 2000:0.034612 2090:0.033419 2100:0.028446 2145:0.030190 2181:0.036554 2418:0.028926 2424:0.052727 2426:0.053074 2428:0.085691 2447:0.148702 2503:0.034467 2519:0.027077 2598:0.056404 2606:0.028663 2607:0.029512 2608:0.026651 2609:0.981832 2611:0.026439 2625:0.028549 2649:0.026246 2685:0.041083 2693:0.026062 2694:0.036489 2710:0.035777 2788:0.531909 2818:0.030100 2821:0.338093 2898:0.842049 2906:0.056246 2909:0.043810 2910:0.767738 2954:0.032915 2955:0.028250 3020:0.032570 3057:0.039473 3075:0.025966 3096:0.717292 3099:0.034742 3215:0.031566 3240:0.026171 3321:0.109857 3327:0.972001 3340:0.028291 3373:0.036203 3389:0.027643
107:0.028196 172:0.053947 254:0.028637 290:0.042570 490:0.025699 531:0.026717 537:0.102052 551:0.029183 576:0.031262 611:0.033648 668:0.027404 718:0.033549 719:0.032594 749:0.026970 769:0.050354 777:0.032263 865:0.044209 899:0.024924 904:0.024319 953:0.052232 986:0.029360 992:0.032794 994:0.080607 1011:0.373542 1069:0.030487 1075:0.026229 1133:0.025015 1152:0.079085 1193:0.025221 1199:0.033969 1258:0.025110 1282:0.026234 1302:0.025505 1373:0.025217 1397:0.026767 1417:0.028264 1420:0.036242 1422:0.026961 1561:0.087413 1604:0.025209 1654:0.025361 1658:0.034727 1690:0.031998 1691:0.029205 1694:0.031376 1786:0.025734 1827:0.046392 1853:0.033207 1909:0.025023 1922:0.034396 1928:0.053120 1970:0.025718 2033:0.998753 2112:0.024592 2121:0.038120 2219:0.024933 2267:0.029059 2281:0.028615 2292:0.027093 2315:0.027955 2317:0.025619 2321:0.025671 2328:0.034449 2337:0.025119 2370:0.029440 2384:0.027379 2481:0.074489 2489:0.973598 2490:0.104514 2523:0.027709 2557:0.029703 2564:0.102805 2578:0.978351 2579:0.284759 2580:0.940973 2582:0.991684 2584:0.140374 2661:0.026804 2663:0.029241 2685:0.198573 2780:0.234836 2799:0.027645 2808:0.063462 2832:0.025179 2898:0.031966 2911:0.472755 2912:0.036135 2916:0.026000 2941:0.036293 2977:0.028057 3052:0.025089 3079:0.025868 3136:0.056989 3185:0.024956 3307:0.024488 3321:0.182698 3327:0.276271 3342:0.024924 3363:0.187946 3385:0.024598
